id,budget,original_title,popularity,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
225,0,Człowiek z żelaza,4.567,1981-07-27,0,147,6.8,48,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
226,2000000,Boys Don't Cry,18.09,1999-09-02,11540607,118,7.5,1030,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,10000000,The Outsiders,20.207,1983-03-25,33697647,90,7.3,944,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,0,Der blaue Engel,10.004,1930-04-01,0,108,7.3,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,393750,The Bride of Frankenstein,13.007,1935-04-20,2000000,75,7.6,660,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
231,50000000,Syriana,13.83,2005-11-23,93974620,128,6.4,1069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
232,10000000,Rumble Fish,14.225,1983-10-20,2494480,94,7.0,481,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
233,0,The Wanderers,13.5,1979-07-13,23000000,117,7.1,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
234,18000,Das Cabinet des Dr. Caligari,14.694,1920-02-27,8811,77,8.0,1084,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
235,8000000,Stand by Me,23.593,1986-08-08,52287414,89,7.9,4489,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236,3000000,Muriel's Wedding,14.065,1994-09-29,15119639,106,7.0,325,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
237,6400000,Young Adam,13.655,2003-09-26,2500000,93,5.9,118,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
238,6000000,The Godfather,122.896,1972-03-14,245066411,175,8.7,15686,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,2883848,Some Like It Hot,23.478,1959-03-19,25000000,122,8.1,2665,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
240,13000000,The Godfather: Part II,82.858,1974-12-20,102600000,202,8.6,9450,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241,34000000,Natural Born Killers,22.286,1994-08-25,50282766,118,7.1,2676,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
242,54000000,The Godfather: Part III,73.459,1990-12-25,136766062,170,7.4,4809,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
243,30000000,High Fidelity,18.267,2000-03-17,47126295,113,7.2,1536,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
244,672000,King Kong,21.707,1933-03-15,10000000,104,7.6,1066,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
245,27000000,About a Boy,10.754,2002-04-26,129000000,101,6.6,1818,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
246,2500000,座頭市,15.515,2003-09-06,34196922,111,7.3,642,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,320000,The Killing,14.856,1956-06-06,0,85,7.7,1099,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
248,2900000,Pocketful of Miracles,10.118,1961-12-18,5000000,136,7.4,123,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,26000000,The War of the Roses,15.863,1989-12-08,160188546,116,6.9,874,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,0,I Kina spiser de hunde,9.034,1999-09-10,0,91,7.4,185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,22000000,Ghost,37.432,1990-07-12,505000000,127,7.2,4509,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
252,3000000,Willy Wonka & the Chocolate Factory,60.104,1971-06-29,4000000,100,7.5,2643,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
253,7000000,Live and Let Die,18.809,1973-07-05,161777836,121,6.5,1508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,207000000,King Kong,50.138,2005-12-12,562363449,187,6.8,6479,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,350000,Baisers volés,8.261,1968-09-04,1500000,90,7.3,303,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
256,0,Antoine et Colette,7.815,1962-06-22,0,32,7.3,172,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
257,50000000,Oliver Twist,16.37,2005-09-23,42580321,130,6.7,983,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
258,0,Domicile conjugal,8.855,1970-09-09,0,97,7.2,181,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
259,0,L'amour en fuite,9.875,1979-01-24,0,93,7.0,139,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
260,0,The 39 Steps,14.607,1935-06-06,0,86,7.4,697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
261,3000000,Cat on a Hot Tin Roof,8.882,1958-08-29,17570324,108,7.7,572,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
262,20000000,The King of Comedy,12.409,1982-12-18,2536000,109,7.8,1658,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,0,Lili Marleen,6.245,1981-01-14,0,120,6.1,42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
266,900000,Le Mépris,11.281,1963-10-29,528428,103,7.2,580,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,0,Carne trémula,13.86,1997-10-10,1535558,103,7.1,494,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
268,35000000,Batman,360.844,1989-06-23,411348924,126,7.2,6152,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
269,0,À bout de souffle,12.562,1960-03-16,0,90,7.6,1330,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270,350000,Wir sagen Du! Schatz.,1.49,2007-11-01,0,98,6.8,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
271,0,Ronja Rövardotter,7.272,1984-12-14,0,126,6.9,133,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
272,150000000,Batman Begins,274.973,2005-06-10,374218673,140,7.7,17418,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,250000,Das weisse Rauschen,3.293,2001-12-31,0,107,7.0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,19000000,The Silence of the Lambs,13.081,1991-02-01,272742922,119,8.3,13054,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
275,7000000,Fargo,20.983,1996-03-08,60611975,98,7.9,6264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
276,0,Die fetten Jahre sind vorbei,10.829,2004-10-25,0,127,7.1,265,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,22000000,Underworld,40.642,2003-09-19,95708457,122,6.8,5157,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
278,25000000,The Shawshank Redemption,75.539,1994-09-23,28341469,142,8.7,20995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,18000000,Amadeus,17.832,1984-09-19,51973029,160,8.0,3300,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
280,102000000,Terminator 2: Judgment Day,81.584,1991-07-03,520000000,137,8.1,10195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
281,42000000,Strange Days,11.385,1995-10-13,7959291,145,7.0,975,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
284,3000000,The Apartment,15.531,1960-06-21,25000000,125,8.2,1677,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
285,300000000,Pirates of the Caribbean: At World's End,158.992,2007-05-19,961000000,169,7.2,11818,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,0,Deutschland. Ein Sommermärchen,2.899,2006-10-03,0,110,6.7,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
287,7000000,Bull Durham,14.575,1988-06-15,50888000,108,6.7,427,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,730000,High Noon,17.053,1952-06-09,8000000,85,7.7,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
289,878000,Casablanca,22.839,1942-11-26,10462500,102,8.2,4153,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
290,9000000,Barton Fink,15.03,1991-08-01,6153939,117,7.5,1278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
291,2600000,Riding Giants,8.026,2004-07-09,3166000,105,7.6,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,3000000,Dave Chappelle's Block Party,8.98,2005-09-12,11718595,100,6.7,83,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
293,12000000,A River Runs Through It,21.907,1992-10-09,43440294,123,7.1,785,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
294,350000,Desert Hearts,10.331,1985-10-01,2400000,91,7.1,96,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
296,200000000,Terminator 3: Rise of the Machines,55.175,2003-07-02,435000000,109,6.1,5323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
297,90000000,Meet Joe Black,71.459,1998-11-12,142940100,178,7.2,3821,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
298,85000000,Ocean's Thirteen,21.774,2007-06-06,311312624,122,6.7,5216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,0,Ocean's Eleven,14.332,1960-08-10,2800000,127,6.5,243,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
300,6000000,La Science des rêves,11.219,2006-02-11,9524340,105,7.1,582,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
301,0,Rio Bravo,15.911,1959-03-17,5800000,141,7.9,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
302,7800000,Swimming Pool,15.107,2003-05-21,22441323,102,6.5,513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,1000000,Notorious,13.88,1946-08-21,24500000,103,7.8,1166,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
306,50000000,Beverly Hills Cop III,18.191,1994-05-24,119208989,105,5.9,1351,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,Roma città aperta,9.074,1945-10-08,0,103,8.0,635,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
308,10000000,Broken Flowers,11.011,2005-08-05,46720491,106,6.9,1007,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
309,1300000,Festen,10.533,1998-06-19,0,105,7.7,719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,80000000,Bruce Almighty,46.639,2003-05-23,484592874,101,6.7,8998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,30000000,Once Upon a Time in America,32.857,1984-05-23,5472914,229,8.4,4084,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,0,Jenseits der Stille,6.29,1996-12-18,0,109,6.9,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,12000000,Snow Cake,9.553,2006-09-08,1381665,112,7.1,132,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
314,100000000,Catwoman,34.052,2004-07-22,82102379,104,4.6,2727,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
315,45000,"Faster, Pussycat! Kill! Kill!",9.778,1965-08-06,0,84,6.5,221,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,600000,Halbe Treppe,2.999,2002-02-12,0,111,6.6,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317,0,Grbavica,4.371,2006-03-01,0,90,6.8,47,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
318,8000000,The Million Dollar Hotel,6.953,2000-02-09,105983,122,5.9,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
319,12500000,True Romance,21.012,1993-09-09,12600000,120,7.5,2076,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
320,46000000,Insomnia,16.001,2002-05-24,113714830,118,6.9,3686,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
321,4361898,Mambo Italiano,8.359,2003-06-06,3031801,89,5.9,64,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,25000000,Mystic River,27.996,2003-01-01,156822020,138,7.7,5139,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
326,33000000,Snakes on a Plane,20.178,2006-08-06,62022014,105,5.3,1356,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
327,12000000,Brother,13.505,2000-12-13,15250000,114,7.1,298,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
329,63000000,Jurassic Park,34.445,1993-06-11,920100000,127,7.9,13263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330,73000000,The Lost World: Jurassic Park,2.637,1997-05-23,618638999,129,6.5,6747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,93000000,Jurassic Park III,2.152,2001-07-18,368780809,92,6.1,5707,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
332,75000000,Inspector Gadget,11.872,1999-07-23,134400000,78,4.4,961,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333,0,Bollywood/Hollywood,6.046,2002-01-01,0,101,6.4,23,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
334,37000000,Magnolia,23.047,1999-12-10,48451803,189,7.7,2713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,5000000,C'era una volta il West,27.675,1968-12-21,5380118,166,8.3,3313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
336,0,Giù la testa,12.059,1971-10-20,0,157,7.8,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,0,Monsieur Ibrahim et les Fleurs du Coran,8.18,2003-09-17,11576431,91,7.0,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338,4800000,Good Bye Lenin!,15.321,2003-02-09,79384880,121,7.6,1903,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,3500000,Night on Earth,11.217,1991-12-12,2015810,128,7.5,619,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,7000000,Everything Is Illuminated,7.887,2005-09-16,2697930,106,7.3,596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,0,A Crime,5.636,2006-09-11,0,103,5.8,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2700000,Sommersturm,8.271,2004-09-02,2085166,98,6.8,154,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,1200000,Harold and Maude,12.683,1971-12-20,0,91,7.7,801,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
344,2888030,Bang Boom Bang - Ein todsicheres Ding,6.663,1999-08-26,0,110,7.5,150,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,65000000,Eyes Wide Shut,33.926,1999-07-16,162091208,159,7.5,4675,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
346,2000000,七人の侍,28.933,1954-04-26,271842,207,8.5,2601,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
347,0,Menschen am Sonntag,4.805,1930-02-04,0,74,7.3,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,11000000,Alien,55.706,1979-05-25,104931801,117,8.1,11467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
349,0,Crustacés et coquillages,3.702,2005-03-30,0,93,6.2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,35000000,The Devil Wears Prada,57.651,2006-06-29,326551094,109,7.4,9931,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
351,1000000,Sehnsucht,0.961,2006-02-15,0,88,6.2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363,0,Gegen die Wand,11.835,2004-03-11,11030861,117,7.4,410,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
364,80000000,Batman Returns,184.016,1992-06-19,280000000,126,6.9,5115,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,1800000,A Nightmare on Elm Street,47.892,1984-11-09,57000000,91,7.3,3889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
378,6000000,Raising Arizona,14.553,1987-03-01,29180280,94,7.0,1588,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,14000000,Miller's Crossing,15.658,1990-09-21,5080409,115,7.5,1241,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
380,25000000,Rain Man,24.443,1988-12-11,354825435,134,7.8,5020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
381,2500000,To Catch a Thief,13.261,1955-08-03,8750000,107,7.4,1139,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
383,22500,Mala Noche,7.41,1986-02-05,0,75,6.4,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
387,14000000,Das Boot,24.566,1981-09-17,85000000,150,8.1,1637,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
388,45000000,Inside Man,27.391,2006-03-17,186003591,129,7.4,4625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
389,350000,12 Angry Men,28.141,1957-04-10,1000000,97,8.5,6263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,0,Lisbon Story,5.989,1994-12-16,0,100,7.3,80,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
391,200000,Per un pugno di dollari,23.112,1964-01-18,14500000,99,7.9,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,25000000,Chocolat,13.389,2000-03-02,152500343,121,6.9,2753,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
393,30000000,Kill Bill: Vol. 2,43.446,2004-04-16,152159461,136,7.9,11535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395,70000000,AVP: Alien vs. Predator,44.076,2004-08-12,177427090,101,5.9,3433,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
396,7500000,Who's Afraid of Virginia Woolf?,12.532,1966-06-22,33736689,131,7.8,596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,0,French Kiss,12.587,1995-05-05,101982854,111,6.4,573,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
398,7000000,Capote,15.989,2005-09-30,49327405,114,7.0,1118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,8000000,Things to Do in Denver When You're Dead,7.69,1995-12-01,529766,116,6.6,288,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401,2500000,Garden State,13.082,2004-07-28,26781723,102,7.1,1449,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
402,49000000,Basic Instinct,40.868,1992-03-20,352927224,127,6.9,2902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
403,7500000,Driving Miss Daisy,12.355,1989-12-13,145793296,99,7.3,1203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404,10000000,The Straight Story,13.29,1999-10-15,6203044,112,7.7,1146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
405,0,La strada,15.176,1954-09-23,0,115,8.0,767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,2600000,La Haine,18.521,1995-05-31,15300000,98,8.1,2896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,500000,Kurz und schmerzlos,3.615,1998-10-15,0,93,6.6,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
408,1488423,Snow White and the Seven Dwarfs,120.428,1937-12-21,184925486,83,7.1,6106,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
409,27000000,The English Patient,20.04,1996-11-05,231976425,162,7.2,1659,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
410,0,Sommer vorm Balkon,3.043,2005-09-09,0,105,6.7,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,180000000,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",119.517,2005-12-07,745013115,143,7.1,8479,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
414,100000000,Batman Forever,75.008,1995-06-16,336529144,121,5.4,4178,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415,125000000,Batman & Robin,109.624,1997-06-20,238207122,125,4.3,4066,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
419,0,Vom Suchen und Finden der Liebe,2.869,2005-01-27,0,105,4.5,12,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
421,50000000,The Life Aquatic with Steve Zissou,17.626,2004-12-10,34808403,119,7.2,2206,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,0,8½,20.602,1963-02-14,0,139,8.3,1744,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
423,35000000,The Pianist,46.024,2002-09-17,120072577,150,8.4,7128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
424,22000000,Schindler's List,63.118,1993-11-30,321365567,195,8.6,12532,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
425,59000000,Ice Age,172.439,2002-03-10,383257136,81,7.3,10917,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,2479000,Vertigo,20.327,1958-05-28,7797728,128,8.2,4496,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
427,0,Mon oncle,17.625,1958-05-10,0,118,7.4,383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,Sommer '04,3.531,2006-10-11,0,97,5.9,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
429,1200000,"Il buono, il brutto, il cattivo",45.655,1966-12-23,25118063,161,8.5,6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,3000000,"One, Two, Three",8.893,1961-12-15,4000000,115,7.6,268,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
431,350000,Cube,25.232,1997-09-09,8969065,90,6.8,3715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
433,6000000,Mary Poppins,47.651,1964-08-27,103082380,139,7.6,3900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
434,0,Knallhart,4.311,2006-03-09,0,98,6.7,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
435,125000000,The Day After Tomorrow,41.499,2004-05-26,552639571,124,6.5,6503,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
436,3000000,"María, llena eres de gracia",12.627,2004-01-18,12450821,101,7.3,295,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
437,0,Cube 2: Hypercube,19.911,2002-04-15,3563603,94,5.5,1095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
438,825000,Cube Zero,16.149,2004-10-10,0,97,5.7,787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
439,0,La dolce vita,13.401,1960-02-05,19647000,176,8.2,1429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,40000000,Aliens vs Predator: Requiem,56.795,2007-12-25,130290885,94,5.1,2153,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
441,6000000,Human Nature,11.639,2001-09-12,1600000,96,6.0,189,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,2224000,Populärmusik från Vittula,6.019,2004-10-01,28000000,105,6.3,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,8731048,Caché,22.952,2005-10-05,36000000,117,7.1,765,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
446,0,Lichter,4.386,2003-02-11,0,105,7.5,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451,3600000,Leaving Las Vegas,17.812,1995-10-27,49800000,111,7.2,1052,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
452,2500000,Idioterne,16.51,1998-04-28,7235,117,6.5,390,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
453,60000000,A Beautiful Mind,32.602,2001-12-11,313542341,135,7.9,8371,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
454,14500000,Romeo + Juliet,27.082,1996-11-01,147298761,120,6.8,4173,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
455,3500159,Bend It Like Beckham,13.836,2002-04-11,76578641,112,6.3,1558,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
457,0,Sissi,11.482,1955-12-22,0,102,7.4,383,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
458,0,Sissi - Die junge Kaiserin,14.034,1956-12-01,0,107,7.2,271,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
459,0,Sissi - Schicksalsjahre einer Kaiserin,12.311,1957-12-18,0,109,7.3,265,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
460,0,Alles auf Zucker!,4.146,2004-12-31,0,91,6.4,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,52000000,Erin Brockovich,23.067,2000-03-17,256271286,131,7.4,2455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
464,0,Så som i himmelen,9.404,2004-09-03,0,132,7.2,115,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
